# x (EAST), 			y (NORTH), 			z (UP)
-3.915273791258861547e+00,-3.082776653342442330e+00,0.000000000000000000e+00
4.436282865464247216e+00,2.321285862844464809e+00,0.000000000000000000e+00
2.786765893830728258e-01,-3.378149623434961724e-01,0.000000000000000000e+00
1.709975075861272176e+00,3.030450451000425427e-01,0.000000000000000000e+00
-5.170916614369893693e-01,5.372227901788292570e+00,0.000000000000000000e+00
-4.169556632238232474e+00,3.070441256312595790e+00,0.000000000000000000e+00
1.569714961853835300e+00,-4.116673761942098331e+00,0.000000000000000000e+00
2.992236077987370457e+00,4.640568835538641856e+00,0.000000000000000000e+00
7.053268318053796948e-01,-5.244806956601012482e-01,0.000000000000000000e+00
4.759736207134910302e+00,1.158215172590631559e+00,0.000000000000000000e+00
-3.810540556741399687e+00,-2.855055364865678680e+00,0.000000000000000000e+00
3.506672027503158429e+00,-6.943836580606205233e-01,0.000000000000000000e+00
-1.914946076140646491e+00,-6.672790983721512692e-01,0.000000000000000000e+00
-1.738568019371123097e-01,4.473377351037719052e+00,0.000000000000000000e+00
3.042028643271775176e-02,1.333497364417581266e-01,0.000000000000000000e+00
1.782133937936177803e+00,9.157953508911712559e-01,0.000000000000000000e+00
1.075460006937479784e+00,-3.355624113501097128e+00,0.000000000000000000e+00
2.484048715411856456e+00,1.197617857820269860e+00,0.000000000000000000e+00
-2.733854148810207718e+00,4.534019072899031499e+00,0.000000000000000000e+00
1.250233815572464158e+00,-5.750562020041680711e+00,0.000000000000000000e+00
-8.571295901900110037e-01,-5.536064796754162742e+00,0.000000000000000000e+00
1.020679565076376520e-02,-4.441658113743608000e-02,0.000000000000000000e+00
4.918114329133923768e+00,1.940435892030509590e+00,0.000000000000000000e+00
-2.364972472726190600e-01,5.485466060572252549e-03,0.000000000000000000e+00
-2.109491146490297397e-01,1.151323562844889931e-01,0.000000000000000000e+00
7.507849526292822429e-01,-2.166408846229588847e-01,0.000000000000000000e+00
-4.078724599864052891e+00,-5.947561616432133214e-01,0.000000000000000000e+00
-5.331545658558178857e-01,1.796671767249009788e+00,0.000000000000000000e+00
1.552951818535345911e-02,-1.975491682846935992e-01,0.000000000000000000e+00
1.512953121873513496e+00,-4.952663757218099150e+00,0.000000000000000000e+00
4.178675700281787364e+00,3.869667820599829167e-01,0.000000000000000000e+00
-2.356371980903023911e+00,2.905832823250346753e+00,0.000000000000000000e+00
6.146307301639534204e-01,-4.381343073805146204e+00,0.000000000000000000e+00
-9.433929782522764151e-01,-4.308443398867968510e-02,0.000000000000000000e+00
2.188480650902096869e+00,-2.119887686147102546e+00,0.000000000000000000e+00
1.334926043462316914e+00,-1.934557465391775644e+00,0.000000000000000000e+00
-8.751299920024702139e-01,4.381812307120233618e-01,0.000000000000000000e+00
-2.569446690704757064e+00,1.088073152864845961e+00,0.000000000000000000e+00
-3.847865259123054660e+00,2.658902473256703924e+00,0.000000000000000000e+00
3.671702377853964250e-01,-3.050738232493370172e-01,0.000000000000000000e+00
3.873783639296221715e+00,-3.359744303565258328e+00,0.000000000000000000e+00
-2.409315197745413029e-01,6.996820456589517567e-01,0.000000000000000000e+00
-3.345363646467788499e+00,-2.574012852586183620e+00,0.000000000000000000e+00
1.790462918265692538e-01,-2.473160606622109015e+00,0.000000000000000000e+00
2.832115747058206345e+00,2.960802118039298492e-01,0.000000000000000000e+00
1.354684282488639147e+00,-1.647478909705213157e+00,0.000000000000000000e+00
5.132102502778633779e-01,-3.996185865514558788e-01,0.000000000000000000e+00
-1.254089681898735709e+00,5.275727768866612877e+00,0.000000000000000000e+00
2.267449116571161660e+00,-2.786979102703010192e+00,0.000000000000000000e+00
-1.299357210486443703e+00,-5.398008211143667801e-01,0.000000000000000000e+00
9.178058905331798467e-01,9.905508090921452125e-01,0.000000000000000000e+00
8.732355128576222425e-01,-5.716155665229302407e+00,0.000000000000000000e+00
-1.146523885801675302e+00,3.778877790677562576e+00,0.000000000000000000e+00
7.234169490581238149e-01,-1.697669839214169585e+00,0.000000000000000000e+00
1.267216329973079647e+00,-5.338849150927030607e+00,0.000000000000000000e+00
3.203850601507454154e+00,-4.085103593459910698e+00,0.000000000000000000e+00
2.580015372405546348e+00,-5.212456312204588826e+00,0.000000000000000000e+00
-2.036473706690593022e-01,1.255829982801591471e-01,0.000000000000000000e+00
-3.167984114646641425e-01,1.083419825346155330e+00,0.000000000000000000e+00
-9.713962030038703066e-01,-6.440972846161432397e-01,0.000000000000000000e+00
4.108560248173784402e+00,2.800038708059886083e+00,0.000000000000000000e+00
-3.259272046976878501e-02,1.578189689003773211e+00,0.000000000000000000e+00
7.621420183197649134e-01,3.117474786950806820e+00,0.000000000000000000e+00
-4.462610972624612593e+00,1.937517842598980966e+00,0.000000000000000000e+00
-3.986250902008781072e+00,1.814212579078287479e+00,0.000000000000000000e+00
-5.642761230204503820e-01,-2.761272583954267557e+00,0.000000000000000000e+00
-2.726225672527653465e+00,-4.950934612121822731e+00,0.000000000000000000e+00
-3.844568881780384029e+00,4.286965912431663778e-02,0.000000000000000000e+00
-4.302930269704009270e+00,-3.851855661145970000e+00,0.000000000000000000e+00
-9.312299550560525219e-02,-1.177514281083213016e-01,0.000000000000000000e+00
-7.901937231346333190e-01,2.403032294016395731e+00,0.000000000000000000e+00
-2.327698876178662779e+00,-4.982263914859224485e+00,0.000000000000000000e+00
4.176252530376134975e-01,-3.613934904284216376e+00,0.000000000000000000e+00
-1.866833733422061270e+00,1.031797435546242481e+00,0.000000000000000000e+00
-2.958683955766248985e+00,-7.195043769506650477e-01,0.000000000000000000e+00
1.245780488225984584e-01,2.230258490149481243e-01,0.000000000000000000e+00
-3.018152530418539634e-02,5.322104851383226531e+00,0.000000000000000000e+00
-4.009944733271538220e-01,2.760205457586442535e+00,0.000000000000000000e+00
-1.627238790165234317e+00,-4.040190489901332449e-01,0.000000000000000000e+00
-8.657441594620812753e-01,-2.048986223567058895e-01,0.000000000000000000e+00
-3.725294962842258695e+00,7.418239763669520759e-01,0.000000000000000000e+00
1.335666614575446554e+00,2.218578609166304894e+00,0.000000000000000000e+00
9.584171157170880972e-01,4.073724134821337550e+00,0.000000000000000000e+00
3.504852947824992349e-01,2.758616953575501185e+00,0.000000000000000000e+00
-7.092143686182845325e-03,-3.428351070836018089e+00,0.000000000000000000e+00
-2.272702186760427789e+00,-9.813371422861006943e-01,0.000000000000000000e+00
2.964233661852865076e+00,-6.413061359433408493e-01,0.000000000000000000e+00
-2.060037866572302701e+00,-1.667059202446438682e-01,0.000000000000000000e+00
-1.259097560818263073e+00,-1.003030786276722264e+00,0.000000000000000000e+00
2.363510569831139385e+00,3.601184949134186852e-01,0.000000000000000000e+00
-4.158894269636299046e-01,-2.837452054231607512e+00,0.000000000000000000e+00
-1.664938355233281930e+00,2.399585280701450163e+00,0.000000000000000000e+00
-3.383817088256822814e+00,-1.948655583188222962e-01,0.000000000000000000e+00
1.963348597170760046e+00,3.970904444532902033e+00,0.000000000000000000e+00
4.471296541313962702e-02,5.423441530761224233e-02,0.000000000000000000e+00
-2.925243198602035744e+00,-5.262138636278936854e-01,0.000000000000000000e+00
1.269892742596567814e-01,8.552730048585106132e-03,0.000000000000000000e+00
4.344595882123520880e+00,2.017941324449511686e+00,0.000000000000000000e+00
-5.127099658478183386e+00,1.920163240698281371e+00,0.000000000000000000e+00
3.135415926154438537e+00,-3.457886384046370054e+00,0.000000000000000000e+00
-1.519303413684543580e+00,-3.072458474284406993e+00,0.000000000000000000e+00
6.984404944978290786e-01,2.986903442263734831e+00,0.000000000000000000e+00
1.819680247779706272e+00,7.261901413076340406e-01,0.000000000000000000e+00
-5.510496421944764966e-01,-1.242728927322862970e-01,0.000000000000000000e+00
-3.637367724811298164e-02,4.303170868223793910e+00,0.000000000000000000e+00
-9.067509416822159274e-01,-1.161456192826600174e-04,0.000000000000000000e+00
-5.315945813192998193e-01,2.746920899314216680e+00,0.000000000000000000e+00
-4.643744295997524474e-01,5.551427289623472205e+00,0.000000000000000000e+00
6.189146496289716498e-02,2.180146168124255546e+00,0.000000000000000000e+00
-2.580879175879564613e+00,2.743601835661584776e+00,0.000000000000000000e+00
-5.387708193103341037e-01,8.099569448112026171e-01,0.000000000000000000e+00
-1.186356057913118711e+00,1.994309682263640804e+00,0.000000000000000000e+00
-1.255008478470009958e-01,4.345827359978815529e+00,0.000000000000000000e+00
-1.609731132066234638e+00,-1.788462391978604238e+00,0.000000000000000000e+00
-1.750825615278517045e-01,-3.181523291587821101e-01,0.000000000000000000e+00
2.912213929966522397e+00,4.126484625432818909e+00,0.000000000000000000e+00
6.733196620617900585e-01,3.382571974320758734e+00,0.000000000000000000e+00
2.912905042673633371e+00,1.018241050235821454e+00,0.000000000000000000e+00
-5.744814246648825673e+00,1.442123311637057426e-01,0.000000000000000000e+00
7.434867969659604281e-01,1.305374807387315261e+00,0.000000000000000000e+00
9.431883384725073260e-02,2.939751331618819741e+00,0.000000000000000000e+00
1.452655652910813000e+00,4.595606804482577523e+00,0.000000000000000000e+00
5.769408928694190752e-01,2.043495776688921961e-01,0.000000000000000000e+00
-7.669133903948323061e-01,-1.635290382013305566e+00,0.000000000000000000e+00
